item_a,item_b,department_a,department_b,basket_count,pair_basket_count,support,confidence_a_to_b,confidence_b_to_a,lift,category_affinity,anchor_item,recommended_item,recommendation_confidence,cross_sell_opportunity
FLUID MILK PRODUCTS,YOGURT,GROCERY,GROCERY,191561,10071,0.052573,0.152109,0.594335,1.719575,FLUID MILK PRODUCTS + YOGURT,YOGURT,FLUID MILK PRODUCTS,0.594335,Recommend FLUID MILK PRODUCTS to baskets containing YOGURT
CANNED JUICES,CHEESES,GROCERY,DELI,191561,1899,0.009913,0.098865,0.172417,1.719511,CANNED JUICES + CHEESES,CHEESES,CANNED JUICES,0.172417,Recommend CANNED JUICES to baskets containing CHEESES
BAKED SWEET GOODS,MISC. DAIRY,GROCERY,GROCERY,191561,1130,0.005899,0.06304,0.1609,1.719506,BAKED SWEET GOODS + MISC. DAIRY,MISC. DAIRY,BAKED SWEET GOODS,0.1609,Recommend BAKED SWEET GOODS to baskets containing MISC. DAIRY
FRZN MEAT/MEAT DINNERS,WAREHOUSE SNACKS,GROCERY,GROCERY,191561,1198,0.006254,0.055424,0.194008,1.719379,FRZN MEAT/MEAT DINNERS + WAREHOUSE SNACKS,WAREHOUSE SNACKS,FRZN MEAT/MEAT DINNERS,0.194008,Recommend FRZN MEAT/MEAT DINNERS to baskets containing WAREHOUSE SNACKS
WAREHOUSE SNACKS,WATER - CARBONATED/FLVRD DRINK,GROCERY,GROCERY,191561,906,0.00473,0.146721,0.055406,1.718808,WAREHOUSE SNACKS + WATER - CARBONATED/FLVRD DRINK,WAREHOUSE SNACKS,WATER - CARBONATED/FLVRD DRINK,0.146721,Recommend WATER - CARBONATED/FLVRD DRINK to baskets containing WAREHOUSE SNACKS
HOUSEHOLD CLEANG NEEDS,PEPPERS-ALL,GROCERY,PRODUCE,191561,488,0.002547,0.071418,0.061307,1.718709,HOUSEHOLD CLEANG NEEDS + PEPPERS-ALL,HOUSEHOLD CLEANG NEEDS,PEPPERS-ALL,0.071418,Recommend PEPPERS-ALL to baskets containing HOUSEHOLD CLEANG NEEDS
FRZN MEAT/MEAT DINNERS,PAPER TOWELS,GROCERY,GROCERY,191561,1890,0.009866,0.087439,0.193886,1.718297,FRZN MEAT/MEAT DINNERS + PAPER TOWELS,PAPER TOWELS,FRZN MEAT/MEAT DINNERS,0.193886,Recommend FRZN MEAT/MEAT DINNERS to baskets containing PAPER TOWELS
PNT BTR/JELLY/JAMS,VEGETABLES SALAD,GROCERY,PRODUCE,191561,929,0.00485,0.093696,0.088917,1.717896,PNT BTR/JELLY/JAMS + VEGETABLES SALAD,PNT BTR/JELLY/JAMS,VEGETABLES SALAD,0.093696,Recommend VEGETABLES SALAD to baskets containing PNT BTR/JELLY/JAMS
FRZN VEGETABLE/VEG DSH,STONE FRUIT,GROCERY,PRODUCE,191561,587,0.003064,0.047871,0.109946,1.717608,FRZN VEGETABLE/VEG DSH + STONE FRUIT,STONE FRUIT,FRZN VEGETABLE/VEG DSH,0.109946,Recommend FRZN VEGETABLE/VEG DSH to baskets containing STONE FRUIT
ORGANICS FRUIT & VEGETABLES,SOAP - LIQUID & BAR,PRODUCE,DRUG GM,191561,253,0.001321,0.049164,0.046134,1.717356,ORGANICS FRUIT & VEGETABLES + SOAP - LIQUID & BAR,ORGANICS FRUIT & VEGETABLES,SOAP - LIQUID & BAR,0.049164,Recommend SOAP - LIQUID & BAR to baskets containing ORGANICS FRUIT & VEGETABLES
BAG SNACKS,LUNCHMEAT,GROCERY,MEAT-PCKGD,191561,8285,0.04325,0.205181,0.361996,1.717336,BAG SNACKS + LUNCHMEAT,LUNCHMEAT,BAG SNACKS,0.361996,Recommend BAG SNACKS to baskets containing LUNCHMEAT
BAKED BREAD/BUNS/ROLLS,SALD DRSNG/SNDWCH SPRD,GROCERY,GROCERY,191561,8481,0.044273,0.144604,0.525725,1.717109,BAKED BREAD/BUNS/ROLLS + SALD DRSNG/SNDWCH SPRD,SALD DRSNG/SNDWCH SPRD,BAKED BREAD/BUNS/ROLLS,0.525725,Recommend BAKED BREAD/BUNS/ROLLS to baskets containing SALD DRSNG/SNDWCH SPRD
MILK BY-PRODUCTS,SUGARS/SWEETNERS,GROCERY,GROCERY,191561,1674,0.008739,0.087626,0.171236,1.717027,MILK BY-PRODUCTS + SUGARS/SWEETNERS,SUGARS/SWEETNERS,MILK BY-PRODUCTS,0.171236,Recommend MILK BY-PRODUCTS to baskets containing SUGARS/SWEETNERS
ONIONS,ROLLS,PRODUCE,PASTRY,191561,669,0.003492,0.044161,0.135782,1.716986,ONIONS + ROLLS,ROLLS,ONIONS,0.135782,Recommend ONIONS to baskets containing ROLLS
FRZN POTATOES,VEGETABLES SALAD,GROCERY,PRODUCE,191561,729,0.003806,0.093642,0.069774,1.716891,FRZN POTATOES + VEGETABLES SALAD,FRZN POTATOES,VEGETABLES SALAD,0.093642,Recommend VEGETABLES SALAD to baskets containing FRZN POTATOES
MEAT - MISC,SNACK NUTS,MEAT-PCKGD,GROCERY,191561,323,0.001686,0.03998,0.072405,1.7168,MEAT - MISC + SNACK NUTS,SNACK NUTS,MEAT - MISC,0.072405,Recommend MEAT - MISC to baskets containing SNACK NUTS
 ,DRY NOODLES/PASTA, ,GROCERY,191561,816,0.00426,0.120603,0.060638,1.716789,  + DRY NOODLES/PASTA, ,DRY NOODLES/PASTA,0.120603,Recommend DRY NOODLES/PASTA to baskets containing  
CHEESES,EGGS,DELI,GROCERY,191561,2674,0.013959,0.242782,0.098704,1.716716,CHEESES + EGGS,CHEESES,EGGS,0.242782,Recommend EGGS to baskets containing CHEESES
MISC. DAIRY,REFRGRATD JUICES/DRNKS,GROCERY,GROCERY,191561,1561,0.008149,0.22227,0.062936,1.716655,MISC. DAIRY + REFRGRATD JUICES/DRNKS,MISC. DAIRY,REFRGRATD JUICES/DRNKS,0.22227,Recommend REFRGRATD JUICES/DRNKS to baskets containing MISC. DAIRY
BACON,BATH TISSUES,MEAT-PCKGD,GROCERY,191561,1206,0.006296,0.115462,0.09359,1.716437,BACON + BATH TISSUES,BACON,BATH TISSUES,0.115462,Recommend BATH TISSUES to baskets containing BACON
 ,TROPICAL FRUIT, ,PRODUCE,191561,1918,0.010012,0.283476,0.060619,1.716276,  + TROPICAL FRUIT, ,TROPICAL FRUIT,0.283476,Recommend TROPICAL FRUIT to baskets containing  
GREETING CARDS/WRAP/PARTY SPLY,MAGAZINE,DRUG GM,DRUG GM,191561,389,0.002031,0.060357,0.057741,1.716197,GREETING CARDS/WRAP/PARTY SPLY + MAGAZINE,GREETING CARDS/WRAP/PARTY SPLY,MAGAZINE,0.060357,Recommend MAGAZINE to baskets containing GREETING CARDS/WRAP/PARTY SPLY
 ,CANNED JUICES, ,GROCERY,191561,1164,0.006076,0.172037,0.0606,1.715718,  + CANNED JUICES, ,CANNED JUICES,0.172037,Recommend CANNED JUICES to baskets containing  
CITRUS,SALD DRSNG/SNDWCH SPRD,PRODUCE,GROCERY,191561,1412,0.007371,0.14448,0.087528,1.715638,CITRUS + SALD DRSNG/SNDWCH SPRD,CITRUS,SALD DRSNG/SNDWCH SPRD,0.14448,Recommend SALD DRSNG/SNDWCH SPRD to baskets containing CITRUS
BREAKFAST SWEETS,VALUE ADDED FRUIT,PASTRY,PRODUCE,191561,380,0.001984,0.050492,0.0674,1.715542,BREAKFAST SWEETS + VALUE ADDED FRUIT,VALUE ADDED FRUIT,BREAKFAST SWEETS,0.0674,Recommend BREAKFAST SWEETS to baskets containing VALUE ADDED FRUIT
BATH TISSUES,FRZN VEGETABLE/VEG DSH,GROCERY,GROCERY,191561,1415,0.007387,0.109809,0.115397,1.715474,BATH TISSUES + FRZN VEGETABLE/VEG DSH,FRZN VEGETABLE/VEG DSH,BATH TISSUES,0.115397,Recommend BATH TISSUES to baskets containing FRZN VEGETABLE/VEG DSH
DOG FOODS,DRY SAUCES/GRAVY,GROCERY,GROCERY,191561,352,0.001838,0.055052,0.057254,1.715313,DOG FOODS + DRY SAUCES/GRAVY,DRY SAUCES/GRAVY,DOG FOODS,0.057254,Recommend DOG FOODS to baskets containing DRY SAUCES/GRAVY
POTATOES,SOAP - LIQUID & BAR,PRODUCE,DRUG GM,191561,724,0.003779,0.049091,0.13202,1.714806,POTATOES + SOAP - LIQUID & BAR,SOAP - LIQUID & BAR,POTATOES,0.13202,Recommend POTATOES to baskets containing SOAP - LIQUID & BAR
BATH TISSUES,PORK,GROCERY,MEAT,191561,1375,0.007178,0.106705,0.115285,1.713801,BATH TISSUES + PORK,PORK,BATH TISSUES,0.115285,Recommend BATH TISSUES to baskets containing PORK
DRY SAUCES/GRAVY,ROLLS,GROCERY,PASTRY,191561,271,0.001415,0.044079,0.055003,1.713799,DRY SAUCES/GRAVY + ROLLS,ROLLS,DRY SAUCES/GRAVY,0.055003,Recommend DRY SAUCES/GRAVY to baskets containing ROLLS
CHICKEN,MEAT - MISC,MEAT,MEAT-PCKGD,191561,1051,0.005487,0.072273,0.13009,1.713673,CHICKEN + MEAT - MISC,MEAT - MISC,CHICKEN,0.13009,Recommend CHICKEN to baskets containing MEAT - MISC
CONDIMENTS/SAUCES,ORGANICS FRUIT & VEGETABLES,GROCERY,PRODUCE,191561,789,0.004119,0.046017,0.153323,1.712977,CONDIMENTS/SAUCES + ORGANICS FRUIT & VEGETABLES,ORGANICS FRUIT & VEGETABLES,CONDIMENTS/SAUCES,0.153323,Recommend CONDIMENTS/SAUCES to baskets containing ORGANICS FRUIT & VEGETABLES
COLD AND FLU,HOUSEHOLD CLEANG NEEDS,DRUG GM,GROCERY,191561,249,0.0013,0.061089,0.036441,1.712619,COLD AND FLU + HOUSEHOLD CLEANG NEEDS,COLD AND FLU,HOUSEHOLD CLEANG NEEDS,0.061089,Recommend HOUSEHOLD CLEANG NEEDS to baskets containing COLD AND FLU
BAKED BREAD/BUNS/ROLLS,DRY NOODLES/PASTA,GROCERY,GROCERY,191561,7056,0.036834,0.120307,0.524337,1.712574,BAKED BREAD/BUNS/ROLLS + DRY NOODLES/PASTA,DRY NOODLES/PASTA,BAKED BREAD/BUNS/ROLLS,0.524337,Recommend BAKED BREAD/BUNS/ROLLS to baskets containing DRY NOODLES/PASTA
FROZEN PIE/DESSERTS,PNT BTR/JELLY/JAMS,GROCERY,GROCERY,191561,545,0.002845,0.088632,0.054967,1.712405,FROZEN PIE/DESSERTS + PNT BTR/JELLY/JAMS,FROZEN PIE/DESSERTS,PNT BTR/JELLY/JAMS,0.088632,Recommend PNT BTR/JELLY/JAMS to baskets containing FROZEN PIE/DESSERTS
BACON,BAG SNACKS,MEAT-PCKGD,GROCERY,191561,3770,0.01968,0.360938,0.093365,1.712318,BACON + BAG SNACKS,BACON,BAG SNACKS,0.360938,Recommend BAG SNACKS to baskets containing BACON
FRZN VEGETABLE/VEG DSH,SOAP - LIQUID & BAR,GROCERY,DRUG GM,191561,601,0.003137,0.049013,0.109592,1.712075,FRZN VEGETABLE/VEG DSH + SOAP - LIQUID & BAR,SOAP - LIQUID & BAR,FRZN VEGETABLE/VEG DSH,0.109592,Recommend FRZN VEGETABLE/VEG DSH to baskets containing SOAP - LIQUID & BAR
 ,REFRIGERATED, ,NUTRITION,191561,294,0.001535,0.043453,0.060469,1.712015,  + REFRIGERATED,REFRIGERATED, ,0.060469,Recommend   to baskets containing REFRIGERATED
SOAP - LIQUID & BAR,TROPICAL FRUIT,DRUG GM,PRODUCE,191561,1550,0.008091,0.28264,0.048989,1.711216,SOAP - LIQUID & BAR + TROPICAL FRUIT,SOAP - LIQUID & BAR,TROPICAL FRUIT,0.28264,Recommend TROPICAL FRUIT to baskets containing SOAP - LIQUID & BAR
MUSHROOMS,WATER - CARBONATED/FLVRD DRINK,PRODUCE,GROCERY,191561,670,0.003498,0.146065,0.040974,1.711127,MUSHROOMS + WATER - CARBONATED/FLVRD DRINK,MUSHROOMS,WATER - CARBONATED/FLVRD DRINK,0.146065,Recommend WATER - CARBONATED/FLVRD DRINK to baskets containing MUSHROOMS
APPLES,BAKED BREAD/BUNS/ROLLS,PRODUCE,GROCERY,191561,6685,0.034898,0.523862,0.113981,1.711023,APPLES + BAKED BREAD/BUNS/ROLLS,APPLES,BAKED BREAD/BUNS/ROLLS,0.523862,Recommend BAKED BREAD/BUNS/ROLLS to baskets containing APPLES
MILK BY-PRODUCTS,TROPICAL FRUIT,GROCERY,PRODUCE,191561,5398,0.028179,0.282559,0.170607,1.710721,MILK BY-PRODUCTS + TROPICAL FRUIT,MILK BY-PRODUCTS,TROPICAL FRUIT,0.282559,Recommend TROPICAL FRUIT to baskets containing MILK BY-PRODUCTS
CONDIMENTS/SAUCES,SNACK NUTS,GROCERY,GROCERY,191561,683,0.003565,0.039834,0.153105,1.710538,CONDIMENTS/SAUCES + SNACK NUTS,SNACK NUTS,CONDIMENTS/SAUCES,0.153105,Recommend CONDIMENTS/SAUCES to baskets containing SNACK NUTS
BREAKFAST SAUSAGE/SANDWICHES,CHEESES,MEAT-PCKGD,DELI,191561,1038,0.005419,0.098333,0.094244,1.710252,BREAKFAST SAUSAGE/SANDWICHES + CHEESES,BREAKFAST SAUSAGE/SANDWICHES,CHEESES,0.098333,Recommend CHEESES to baskets containing BREAKFAST SAUSAGE/SANDWICHES
HEAT/SERVE,PWDR/CRYSTL DRNK MX,MEAT-PCKGD,GROCERY,191561,225,0.001175,0.044528,0.045108,1.71007,HEAT/SERVE + PWDR/CRYSTL DRNK MX,PWDR/CRYSTL DRNK MX,HEAT/SERVE,0.045108,Recommend HEAT/SERVE to baskets containing PWDR/CRYSTL DRNK MX
CHEESE,SEAFOOD - FROZEN,GROCERY,SEAFOOD-PCKGD,191561,2927,0.01528,0.063967,0.4084,1.709722,CHEESE + SEAFOOD - FROZEN,SEAFOOD - FROZEN,CHEESE,0.4084,Recommend CHEESE to baskets containing SEAFOOD - FROZEN
HEAT/SERVE,TOMATOES,MEAT-PCKGD,PRODUCE,191561,672,0.003508,0.13299,0.045098,1.709667,HEAT/SERVE + TOMATOES,HEAT/SERVE,TOMATOES,0.13299,Recommend TOMATOES to baskets containing HEAT/SERVE
FRZN NOVELTIES/WTR ICE,SEAFOOD - SHELF STABLE,GROCERY,GROCERY,191561,652,0.003404,0.067161,0.086633,1.709467,FRZN NOVELTIES/WTR ICE + SEAFOOD - SHELF STABLE,SEAFOOD - SHELF STABLE,FRZN NOVELTIES/WTR ICE,0.086633,Recommend FRZN NOVELTIES/WTR ICE to baskets containing SEAFOOD - SHELF STABLE
HOUSEHOLD CLEANG NEEDS,SNACK NUTS,GROCERY,GROCERY,191561,272,0.00142,0.039807,0.060973,1.709355,HOUSEHOLD CLEANG NEEDS + SNACK NUTS,SNACK NUTS,HOUSEHOLD CLEANG NEEDS,0.060973,Recommend HOUSEHOLD CLEANG NEEDS to baskets containing SNACK NUTS
BAKED SWEET GOODS,DELI MEATS,GROCERY,DELI,191561,2653,0.013849,0.148006,0.159945,1.709296,BAKED SWEET GOODS + DELI MEATS,DELI MEATS,BAKED SWEET GOODS,0.159945,Recommend BAKED SWEET GOODS to baskets containing DELI MEATS
HAIR CARE PRODUCTS,MEAT - SHELF STABLE,DRUG GM,GROCERY,191561,848,0.004427,0.117566,0.064359,1.709242,HAIR CARE PRODUCTS + MEAT - SHELF STABLE,HAIR CARE PRODUCTS,MEAT - SHELF STABLE,0.117566,Recommend MEAT - SHELF STABLE to baskets containing HAIR CARE PRODUCTS
FROZEN BREAD/DOUGH,PAPER HOUSEWARES,GROCERY,GROCERY,191561,442,0.002307,0.065153,0.060531,1.709235,FROZEN BREAD/DOUGH + PAPER HOUSEWARES,FROZEN BREAD/DOUGH,PAPER HOUSEWARES,0.065153,Recommend PAPER HOUSEWARES to baskets containing FROZEN BREAD/DOUGH
PICKLE/RELISH/PKLD VEG,VALUE ADDED FRUIT,GROCERY,PRODUCE,191561,297,0.00155,0.050305,0.052678,1.709197,PICKLE/RELISH/PKLD VEG + VALUE ADDED FRUIT,VALUE ADDED FRUIT,PICKLE/RELISH/PKLD VEG,0.052678,Recommend PICKLE/RELISH/PKLD VEG to baskets containing VALUE ADDED FRUIT
DISHWASH DETERGENTS,VEGETABLES SALAD,GROCERY,PRODUCE,191561,546,0.00285,0.093206,0.052259,1.708902,DISHWASH DETERGENTS + VEGETABLES SALAD,DISHWASH DETERGENTS,VEGETABLES SALAD,0.093206,Recommend VEGETABLES SALAD to baskets containing DISHWASH DETERGENTS
BREAD,SPICES & EXTRACTS,PASTRY,GROCERY,191561,622,0.003247,0.080863,0.0686,1.70842,BREAD + SPICES & EXTRACTS,BREAD,SPICES & EXTRACTS,0.080863,Recommend SPICES & EXTRACTS to baskets containing BREAD
FLUID MILK PRODUCTS,FRZN BREAKFAST FOODS,GROCERY,GROCERY,191561,4098,0.021393,0.061895,0.590405,1.708205,FLUID MILK PRODUCTS + FRZN BREAKFAST FOODS,FRZN BREAKFAST FOODS,FLUID MILK PRODUCTS,0.590405,Recommend FLUID MILK PRODUCTS to baskets containing FRZN BREAKFAST FOODS
BAKED BREAD/BUNS/ROLLS,EGGS,GROCERY,GROCERY,191561,14167,0.073956,0.241552,0.522941,1.708016,BAKED BREAD/BUNS/ROLLS + EGGS,EGGS,BAKED BREAD/BUNS/ROLLS,0.522941,Recommend BAKED BREAD/BUNS/ROLLS to baskets containing EGGS
REFRGRATD JUICES/DRNKS,SHORTENING/OIL,GROCERY,GROCERY,191561,1736,0.009062,0.069992,0.221146,1.707981,REFRGRATD JUICES/DRNKS + SHORTENING/OIL,SHORTENING/OIL,REFRGRATD JUICES/DRNKS,0.221146,Recommend REFRGRATD JUICES/DRNKS to baskets containing SHORTENING/OIL
DELI MEATS,FROZEN MEAT,DELI,MEAT-PCKGD,191561,1157,0.00604,0.069753,0.147878,1.707827,DELI MEATS + FROZEN MEAT,FROZEN MEAT,DELI MEATS,0.147878,Recommend DELI MEATS to baskets containing FROZEN MEAT
BAKED SWEET GOODS,REFRGRATD JUICES/DRNKS,GROCERY,GROCERY,191561,3963,0.020688,0.221088,0.159779,1.707528,BAKED SWEET GOODS + REFRGRATD JUICES/DRNKS,BAKED SWEET GOODS,REFRGRATD JUICES/DRNKS,0.221088,Recommend REFRGRATD JUICES/DRNKS to baskets containing BAKED SWEET GOODS
BAKED BREAD/BUNS/ROLLS,SOUP,GROCERY,GROCERY,191561,11812,0.061662,0.201398,0.522771,1.707459,BAKED BREAD/BUNS/ROLLS + SOUP,SOUP,BAKED BREAD/BUNS/ROLLS,0.522771,Recommend BAKED BREAD/BUNS/ROLLS to baskets containing SOUP
DELI MEATS,DRY BN/VEG/POTATO/RICE,DELI,GROCERY,191561,1876,0.009793,0.113101,0.147833,1.707302,DELI MEATS + DRY BN/VEG/POTATO/RICE,DRY BN/VEG/POTATO/RICE,DELI MEATS,0.147833,Recommend DELI MEATS to baskets containing DRY BN/VEG/POTATO/RICE
DOG FOODS,PNT BTR/JELLY/JAMS,GROCERY,GROCERY,191561,565,0.002949,0.088364,0.056984,1.707223,DOG FOODS + PNT BTR/JELLY/JAMS,DOG FOODS,PNT BTR/JELLY/JAMS,0.088364,Recommend PNT BTR/JELLY/JAMS to baskets containing DOG FOODS
CITRUS,PAPER TOWELS,PRODUCE,GROCERY,191561,849,0.004432,0.086872,0.087095,1.707149,CITRUS + PAPER TOWELS,PAPER TOWELS,CITRUS,0.087095,Recommend CITRUS to baskets containing PAPER TOWELS
FROZEN MEAT,SNACK NUTS,MEAT-PCKGD,GROCERY,191561,311,0.001624,0.039749,0.069715,1.706893,FROZEN MEAT + SNACK NUTS,SNACK NUTS,FROZEN MEAT,0.069715,Recommend FROZEN MEAT to baskets containing SNACK NUTS
FROZEN PIE/DESSERTS,ONIONS,GROCERY,PRODUCE,191561,830,0.004333,0.134981,0.054789,1.706855,FROZEN PIE/DESSERTS + ONIONS,FROZEN PIE/DESSERTS,ONIONS,0.134981,Recommend ONIONS to baskets containing FROZEN PIE/DESSERTS
SOUP,WAREHOUSE SNACKS,GROCERY,GROCERY,191561,1243,0.006489,0.055012,0.201296,1.706589,SOUP + WAREHOUSE SNACKS,WAREHOUSE SNACKS,SOUP,0.201296,Recommend SOUP to baskets containing WAREHOUSE SNACKS
CHICKEN,LUNCHMEAT,MEAT,MEAT-PCKGD,191561,2965,0.015478,0.203892,0.12955,1.706549,CHICKEN + LUNCHMEAT,CHICKEN,LUNCHMEAT,0.203892,Recommend LUNCHMEAT to baskets containing CHICKEN
CRACKERS/MISC BKD FD,FRZN NOVELTIES/WTR ICE,GROCERY,GROCERY,191561,1885,0.00984,0.086484,0.19417,1.706522,CRACKERS/MISC BKD FD + FRZN NOVELTIES/WTR ICE,FRZN NOVELTIES/WTR ICE,CRACKERS/MISC BKD FD,0.19417,Recommend CRACKERS/MISC BKD FD to baskets containing FRZN NOVELTIES/WTR ICE
DINNER MXS:DRY,FLUID MILK PRODUCTS,GROCERY,GROCERY,191561,7501,0.039157,0.589794,0.113293,1.706438,DINNER MXS:DRY + FLUID MILK PRODUCTS,DINNER MXS:DRY,FLUID MILK PRODUCTS,0.589794,Recommend FLUID MILK PRODUCTS to baskets containing DINNER MXS:DRY
DELI MEATS,HOT CEREAL,DELI,GROCERY,191561,790,0.004124,0.047628,0.147746,1.706303,DELI MEATS + HOT CEREAL,HOT CEREAL,DELI MEATS,0.147746,Recommend DELI MEATS to baskets containing HOT CEREAL
PICKLE/RELISH/PKLD VEG,YOGURT,GROCERY,GROCERY,191561,891,0.004651,0.150915,0.052582,1.70607,PICKLE/RELISH/PKLD VEG + YOGURT,PICKLE/RELISH/PKLD VEG,YOGURT,0.150915,Recommend YOGURT to baskets containing PICKLE/RELISH/PKLD VEG
SALD DRSNG/SNDWCH SPRD,STONE FRUIT,GROCERY,PRODUCE,191561,767,0.004004,0.047545,0.14366,1.705903,SALD DRSNG/SNDWCH SPRD + STONE FRUIT,STONE FRUIT,SALD DRSNG/SNDWCH SPRD,0.14366,Recommend SALD DRSNG/SNDWCH SPRD to baskets containing STONE FRUIT
BACON,CITRUS,MEAT-PCKGD,PRODUCE,191561,909,0.004745,0.087027,0.093011,1.705826,BACON + CITRUS,CITRUS,BACON,0.093011,Recommend BACON to baskets containing CITRUS
BREAD,VEGETABLES - SHELF STABLE,PASTRY,GROCERY,191561,1494,0.007799,0.194228,0.068491,1.705701,BREAD + VEGETABLES - SHELF STABLE,BREAD,VEGETABLES - SHELF STABLE,0.194228,Recommend VEGETABLES - SHELF STABLE to baskets containing BREAD
BAKED BREAD/BUNS/ROLLS,HOT CEREAL,GROCERY,GROCERY,191561,2792,0.014575,0.047604,0.522162,1.705471,BAKED BREAD/BUNS/ROLLS + HOT CEREAL,HOT CEREAL,BAKED BREAD/BUNS/ROLLS,0.522162,Recommend BAKED BREAD/BUNS/ROLLS to baskets containing HOT CEREAL
CHICKEN,SOAP - LIQUID & BAR,MEAT,DRUG GM,191561,710,0.003706,0.048824,0.129468,1.705469,CHICKEN + SOAP - LIQUID & BAR,SOAP - LIQUID & BAR,CHICKEN,0.129468,Recommend CHICKEN to baskets containing SOAP - LIQUID & BAR
HEAT/SERVE,PEPPERS-ALL,MEAT-PCKGD,PRODUCE,191561,358,0.001869,0.070849,0.044975,1.705013,HEAT/SERVE + PEPPERS-ALL,HEAT/SERVE,PEPPERS-ALL,0.070849,Recommend PEPPERS-ALL to baskets containing HEAT/SERVE
DISHWASH DETERGENTS,MILK BY-PRODUCTS,GROCERY,GROCERY,191561,996,0.005199,0.170024,0.052136,1.704876,DISHWASH DETERGENTS + MILK BY-PRODUCTS,DISHWASH DETERGENTS,MILK BY-PRODUCTS,0.170024,Recommend MILK BY-PRODUCTS to baskets containing DISHWASH DETERGENTS
FD WRAPS/BAGS/TRSH BG,WATER - CARBONATED/FLVRD DRINK,GROCERY,GROCERY,191561,1537,0.008024,0.145522,0.093995,1.704763,FD WRAPS/BAGS/TRSH BG + WATER - CARBONATED/FLVRD DRINK,FD WRAPS/BAGS/TRSH BG,WATER - CARBONATED/FLVRD DRINK,0.145522,Recommend WATER - CARBONATED/FLVRD DRINK to baskets containing FD WRAPS/BAGS/TRSH BG
PWDR/CRYSTL DRNK MX,SNACK NUTS,GROCERY,GROCERY,191561,198,0.001034,0.039695,0.044385,1.704565,PWDR/CRYSTL DRNK MX + SNACK NUTS,SNACK NUTS,PWDR/CRYSTL DRNK MX,0.044385,Recommend PWDR/CRYSTL DRNK MX to baskets containing SNACK NUTS
MILK BY-PRODUCTS,SALADS/DIPS,GROCERY,DELI,191561,980,0.005116,0.051298,0.169991,1.704549,MILK BY-PRODUCTS + SALADS/DIPS,SALADS/DIPS,MILK BY-PRODUCTS,0.169991,Recommend MILK BY-PRODUCTS to baskets containing SALADS/DIPS
CITRUS,SUGARS/SWEETNERS,PRODUCE,GROCERY,191561,850,0.004437,0.086974,0.086948,1.704264,CITRUS + SUGARS/SWEETNERS,CITRUS,SUGARS/SWEETNERS,0.086974,Recommend SUGARS/SWEETNERS to baskets containing CITRUS
CHEESE,VEGETABLES - ALL OTHERS,GROCERY,PRODUCE,191561,6471,0.03378,0.141418,0.407084,1.704212,CHEESE + VEGETABLES - ALL OTHERS,VEGETABLES - ALL OTHERS,CHEESE,0.407084,Recommend CHEESE to baskets containing VEGETABLES - ALL OTHERS
COOKIES/CONES,SOAP - LIQUID & BAR,GROCERY,DRUG GM,191561,797,0.004161,0.048776,0.145332,1.703789,COOKIES/CONES + SOAP - LIQUID & BAR,SOAP - LIQUID & BAR,COOKIES/CONES,0.145332,Recommend COOKIES/CONES to baskets containing SOAP - LIQUID & BAR
DELI MEATS,DISHWASH DETERGENTS,DELI,GROCERY,191561,864,0.00451,0.052089,0.147491,1.703349,DELI MEATS + DISHWASH DETERGENTS,DISHWASH DETERGENTS,DELI MEATS,0.147491,Recommend DELI MEATS to baskets containing DISHWASH DETERGENTS
BEANS - CANNED GLASS & MW,REFRGRATD JUICES/DRNKS,GROCERY,GROCERY,191561,2004,0.010461,0.220535,0.080797,1.703257,BEANS - CANNED GLASS & MW + REFRGRATD JUICES/DRNKS,BEANS - CANNED GLASS & MW,REFRGRATD JUICES/DRNKS,0.220535,Recommend REFRGRATD JUICES/DRNKS to baskets containing BEANS - CANNED GLASS & MW
CITRUS,PASTA SAUCE,PRODUCE,GROCERY,191561,974,0.005085,0.099662,0.086894,1.703222,CITRUS + PASTA SAUCE,CITRUS,PASTA SAUCE,0.099662,Recommend PASTA SAUCE to baskets containing CITRUS
HAIR CARE PRODUCTS,WAREHOUSE SNACKS,DRUG GM,GROCERY,191561,396,0.002067,0.054901,0.06413,1.703136,HAIR CARE PRODUCTS + WAREHOUSE SNACKS,WAREHOUSE SNACKS,HAIR CARE PRODUCTS,0.06413,Recommend HAIR CARE PRODUCTS to baskets containing WAREHOUSE SNACKS
 ,POTATOES, ,PRODUCE,191561,887,0.00463,0.131097,0.060144,1.702808,  + POTATOES, ,POTATOES,0.131097,Recommend POTATOES to baskets containing  
BEEF,CONVENIENT BRKFST/WHLSM SNACKS,MEAT,GROCERY,191561,4208,0.021967,0.118412,0.315821,1.702423,BEEF + CONVENIENT BRKFST/WHLSM SNACKS,CONVENIENT BRKFST/WHLSM SNACKS,BEEF,0.315821,Recommend BEEF to baskets containing CONVENIENT BRKFST/WHLSM SNACKS
HOT DOGS,PEPPERS-ALL,MEAT-PCKGD,PRODUCE,191561,747,0.0039,0.070739,0.093844,1.702357,HOT DOGS + PEPPERS-ALL,PEPPERS-ALL,HOT DOGS,0.093844,Recommend HOT DOGS to baskets containing PEPPERS-ALL
BAKING MIXES,PAPER TOWELS,GROCERY,GROCERY,191561,930,0.004855,0.086616,0.095404,1.702125,BAKING MIXES + PAPER TOWELS,PAPER TOWELS,BAKING MIXES,0.095404,Recommend BAKING MIXES to baskets containing PAPER TOWELS
